position,score
3r1rk1/pp3pbp/1nn4B/5q2/8/2pB2QP/PP3PP1/R3R1K1 w - - 2 22,99999
8/k7/P7/1K6/8/8/8/8 w - - 13 102,-2
3r2k1/6p1/5p1p/1q2R3/p7/6P1/6PK/r7 b - - 0 41,1239
5rk1/p2N2pp/8/2p2p2/8/1P1P2P1/4nPBP/5R1K w - - 0 23,596
r5k1/6p1/6p1/3R3p/3P4/p6P/n4PP1/6K1 b - - 0 32,501
r1bqkb1r/p2n1ppp/4pn2/1Bp1N1B1/Pp1PP3/5Q2/1P3PPP/RN2K2R w KQkq - 3 14,269
4k3/7p/8/8/2p4b/1p6/5p2/7K b - - 5 79,3995
2r5/1p3pk1/5R1p/p3B1pq/P2Pp1P1/R3P2P/4r3/5QK1 w - - 1 32,1605
5k2/1p3ppp/n7/r1P1p3/1pK1P3/1B3P2/6PP/3R4 b - - 4 36,315
4q1Q1/1kpK3P/1p1n4/8/8/8/8/8 w - - 11 63,509
8/6pk/1q6/7p/5P2/6rP/5QP1/4R2K w - - 1 48,469
8/7p/R1bN2k1/2P5/2r5/8/P6P/6K1 w - - 0 36,562
8/5k1p/7R/3p2P1/3Pp2P/4P3/5PK1/1r6 w - - 5 49,606
r3r1k1/3b1pp1/n1pb1q1p/3p4/pP1P4/3BPN1P/1PQ2PP1/1KNR3R b - - 0 17,261
r1b2rk1/ppp2p2/2nb1Q2/4p3/2B5/2PP4/P1P2PPP/R4RK1 w - - 1 16,567
2k5/2P5/4rp2/6pp/N7/1r3P2/3R1KPB/8 w - - 2 52,1301
8/2p5/3p1k2/3P1p1p/1P4rP/2K5/8/3B4 b - - 3 46,531
r1bqk1nr/pppp1ppp/2n5/8/2PP4/2P1Pp2/P2K1PPP/R1BQ1B1R b kq - 1 7,371
r2qkb1r/pb1n1ppp/4pn2/1Bp1N1B1/P2PP3/1p3Q2/1P3PPP/RN2K2R w KQkq - 0 14,590
r3kn2/pp3p1p/2bb4/2pB3Q/8/P1N1P3/R1PP1RpP/1N4K1 w q - 1 20,1435
4B1k1/1b6/6p1/6P1/5nP1/P7/1PN1pb1K/8 b - - 3 54,565
6r1/3nk3/p2pn1P1/3Bp3/1PP2R2/6K1/P2B4/8 b - - 2 39,553
r1b2rk1/1q1n1ppp/p1N1p3/1pb1p3/4NP2/3PB3/PP2Q1PP/2R2R1K w - - 6 21,296
r2q1rk1/pb2bppp/5B2/5P2/6P1/2N2p2/PP5P/R2Q1R1K b - - 0 24,99997
r2qkb1r/1b1n1ppp/4pn2/pBp1N1B1/Pp1PP3/5Q2/1P3PPP/RN2K2R w KQkq - 0 14,562
8/2R5/5Pk1/8/8/3q2K1/2Q5/8 w - - 1 66,3976
6k1/1Q3p1r/4P1p1/8/p1pP4/2P5/PP5q/2K2R2 w - - 0 34,658
r2qk2r/pp1n1pp1/2pbbn2/3p2p1/3P4/2NBP3/PPQ1NPPP/2KR3R b kq - 5 11,507
5r1k/p3n1b1/1p1BQ2p/2q2pp1/4b3/P2B1P2/1P4PP/R4R1K w - - 3 25,630
3r2k1/p4pp1/5n1p/2Pb1q2/1Q1B4/4P2N/5P2/3BK1R1 w - - 4 31,350
r3r1k1/1bQ2pp1/1p2qn1p/p7/1P1P1N2/P2BP3/5PPP/2R2RK1 w - - 3 23,788
2b2kr1/ppp1r3/3pPp1p/3N1P2/5Q2/1P3q2/P1P3PP/4RRK1 w - - 2 25,1244
8/4Q3/8/3p1B2/1P1k2P1/7P/P4n2/5K2 b - - 0 57,-656
6k1/1p2qppp/rQp1n3/1p1pP3/1P1P4/P6P/1P4P1/R4RK1 b - - 0 23,469
8/5p1p/5Ppk/3pP2P/6Q1/7K/1q6/2q5 b - - 0 48,1152
3r4/1r5k/6p1/3P1Q1p/2B1p2P/1P6/P4P2/3R2K1 w - - 1 46,615
8/8/7p/5KP1/8/p7/k5P1/5Q2 b - - 1 59,-428
rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,33
5k2/7K/7P/8/1P6/8/8/8 w - - 1 62,681
k7/P3PK2/R1r5/7p/7P/8/8/8 w - - 3 62,99998
2QR4/5pbk/1q2r1pp/8/p3pP2/P5P1/1n3N1P/6K1 b - - 0 41,367
8/R7/p5NK/3p4/3r2kP/8/4b3/8 w - - 0 50,-25
8/2P2p1k/P2Q2p1/6qp/8/7P/6PK/8 w - - 1 43,920
1krq4/1b3p1p/p2p2r1/1p1np2N/3nP3/1P5P/P2Q2B1/R6K b - - 1 32,1037
8/8/8/4K2k/8/8/8/8 b - - 1 63,-3
3r4/1p3kpp/1R3b2/8/bN3B2/P1P4P/1P3PP1/6K1 w - - 1 27,584
6k1/4bpp1/p3n2p/8/1P2PB2/3q3P/2Q2PP1/6K1 b - - 1 26,733
6k1/1b3p1p/3q2p1/ppn1p3/1N1Q4/P2P4/1P4PP/3N3K b - - 1 30,738
8/5pk1/N1p3p1/3p1n2/3P3p/4P3/5KP1/8 w - - 0 49,-265
R7/4Qbkp/5pp1/8/5P2/4P2P/q3B1PK/4r3 w - - 5 42,99999
5r2/5p2/p3b1k1/7r/2P2QP1/8/1P3P2/2KR4 w - - 1 32,676
1R6/5p2/1Pk1b1p1/1r6/3K1P2/6Pp/7P/8 b - - 0 43,479
r4rk1/1pq1b1pp/p1p1bp2/4p3/4P3/P1NRB1P1/1nP1QPBP/3R3K b - - 1 19,299
6k1/1p2b3/p2Pr1p1/P1n1p2p/2Q1N3/7P/6P1/2B3K1 w - - 3 36,596
3kB2r/8/1N1p2q1/pP1P1b2/5n1p/P4R1p/3Qr1PK/6N1 b - - 3 38,99999
3R1rk1/6pp/4bp1B/4p3/4P3/5P2/2r3PP/3R2K1 b - - 1 24,256
8/1p6/8/1KP5/4k3/8/8/8 w - - 3 60,-6
8/8/7R/4KNk1/4P1r1/8/7p/8 w - - 1 61,415
k4b2/p6p/bpnN1pp1/2p2N2/P3PBK1/3r4/1P4PP/4R3 b - - 1 26,461
1r1r2k1/p3qppp/2N1p3/1B1n4/P2P2n1/5NP1/4QP1P/2RR2K1 w - - 13 24,692
8/4bkp1/1P5p/4pp2/P7/4B1PP/5P2/6K1 w - - 1 34,457
2rq1rk1/p2bbp1p/p1P1pnp1/3pN3/P2P1B2/1P2Q1NP/5PP1/2R1R1K1 w - - 1 27,398
R7/1p1br1kp/2p2qp1/1nN1P3/8/5N1P/1Q3PP1/6K1 w - - 7 29,1185
8/8/6pp/4k3/6P1/5P2/7K/8 b - - 2 68,15
6k1/pb1nrppp/1p1Q4/3n2N1/2B5/1P5P/P4PPK/8 w - - 9 26,414
6k1/R6p/3p2p1/3P4/2q1r1P1/8/p1Q5/K7 b - - 9 38,802
5rk1/p2N2pp/2p5/5p2/8/1PnP2P1/5PBP/5R1K w - - 2 23,592
1nrr3k/4bp1N/bp1qp2p/pN1pP2Q/Pn1P4/6R1/1P3PPP/1B3RK1 w - - 2 22,780
5rk1/7p/4b3/6b1/P2N3P/2B5/1P4P1/R6K w - - 3 32,518
6R1/5p2/2k1p2p/p1p5/5P2/2r1BK2/r6P/8 b - - 1 34,544
8/8/8/4k3/5p2/1Pb4P/3NK3/8 w - - 7 68,74
4rb1k/r4p1p/2q3p1/p1pNP1Nn/2P2RP1/7P/2Q2P2/3R2K1 w - - 5 31,507
5rk1/ppp1q1p1/8/5rP1/5NK1/3P4/PPPQ4/R7 b - - 2 28,587
3rrbk1/5ppp/2p2Q1q/1p2p3/4P3/5RPP/2P2P2/1N4K1 b - - 1 29,1071
3r2k1/p5p1/2p4p/1pP1p3/3B3R/4PpP1/P1q1nP1P/4Q2K b - - 1 39,507
3k4/pR5R/2qp4/3P4/2PpB3/3P4/PP3r2/3K4 w - - 5 31,838
8/5p1p/3K2p1/p3P1k1/Pp6/8/1P5P/8 b - - 1 43,146
8/8/1K4p1/2p5/P1P5/6k1/8/8 w - - 1 49,512
6r1/2P3kp/p2R4/3Pqp2/1P1B2p1/P2Q2P1/5PK1/4r3 w - - 3 44,629
2r2qk1/1ppR2b1/p3N2p/n3p3/4N1p1/2P1Q3/1P3PPP/6K1 w - - 4 27,609
3k3r/3N4/2Bp2q1/pP1P1b2/5n1p/P4R1p/3Qr1PK/6N1 b - - 3 38,99999
8/2N3p1/3k1p1p/b2P4/2p5/8/8/5K2 w - - 2 69,-491
r3k2r/1bqnBppp/p2p4/1p2pP2/3Nn3/P1P1Q3/2P1B1PP/R4RK1 b kq - 1 15,428
3r4/1pr1Npk1/p1bp3p/5P1p/2P5/1P1qR2P/P4QP1/5RK1 w - - 4 27,783
8/1R2rk2/6p1/7p/8/6PP/1q3P1K/8 b - - 1 51,679
3r4/4r2k/6p1/3P1Q1p/2B1p2P/1P6/P4P2/3R2K1 w - - 1 46,627
r1bq1rk1/ppp1ppbp/6p1/n7/2BPP3/2B5/PP3PPP/R1NQK2R b KQ - 6 10,364
6k1/1p6/p7/2K5/8/1b6/8/6b1 w - - 0 56,-3447
1r2r1k1/p2n1pp1/2p3p1/N2np3/8/1B1P3P/PPP2PP1/3RR1K1 w - - 3 20,350
r3kb1r/1p1n1pp1/p1p1pn1p/3p4/2P5/1PNPBNPb/1P2PP1P/RR4K1 b kq - 1 12,552
5k1r/1bq2p2/2p1pn2/1p2bp2/7p/1P1B2P1/2P2P1P/3NR1KQ b - - 1 27,606
3r4/2NP1pk1/1p3p2/5b2/4R3/P7/1P1K1P1r/8 b - - 3 40,939
8/5pk1/p5p1/1p6/4B3/1P6/Pq2R3/4K3 b - - 5 61,645
4rbk1/pb3qpp/1p3p2/1Pp1P3/P1n2P2/2NQ3P/1B4P1/3R1NK1 b - - 2 33,292
5k2/6p1/4p1B1/p2pB3/2bP4/1pP1P3/1K3PP1/8 w - - 2 41,471
2rq1rk1/5ppb/4pn1p/3p4/1bN5/3pP1P1/2PN1PBP/R1Q1R1K1 b - - 1 23,557
5r1k/3nN3/p2PN1Pp/2r1b3/1p4p1/P5P1/1P1R1P2/3R2K1 w - - 0 38,528
4kb1r/2qnpp2/4rnp1/2pPP2p/7P/2N2N2/PP2Q1P1/1RB1K2R b Kk - 2 15,-288
8/5p1p/5Ppk/3pP3/7P/7K/1q6/2qQ4 b - - 3 48,1878
6k1/p5pp/5p2/4n3/P3P3/B4PQ1/1p4PP/2R3K1 w - - 1 33,943
2rq1rk1/5ppb/4pn1p/3pN3/1b6/3pP1P1/2PN1P1P/R1Q1R1KB b - - 1 23,532
8/8/5R2/6p1/4r3/P5k1/1P1K4/8 w - - 2 58,78
6k1/R6p/3p2p1/3P4/2q1r1P1/8/p7/K2Q4 b - - 9 38,339
3r1r1k/4q1pp/1pb5/p1n1pp2/P1B5/1PB1nP2/1KQ3PP/R2R3N b - - 1 23,664
8/4ppkp/3p2p1/2p5/1p2PPb1/1P1P3P/n1PN2P1/qNQ2K2 b - - 2 28,634
3k4/5R2/1p6/1Pr2Q2/8/3P4/8/1K6 b - - 8 48,-504
r3r1k1/2qb1p1p/1ppp1np1/p2Pp3/2P1P3/PPNnB1PP/5PB1/RN1Q1RK1 b - - 2 17,-650
8/5pp1/nP5p/P1kp4/8/3B1P2/6PP/6K1 w - - 1 49,580
3r4/1p5k/7p/q3pP2/2P1Npp1/r2B2P1/1B3P1P/1R1R2K1 w - - 3 36,433
6k1/pb2rppp/1p1Q1n2/4n1N1/2B5/1P5P/P4PPK/8 w - - 9 26,460
5rk1/6pp/4b3/3PPp2/1q3P2/6PB/1P1R3P/6K1 b - - 1 42,666
8/4k3/6pp/4K3/b6P/1p2p1P1/8/3B4 b - - 1 42,453
3r2k1/7p/1p6/6p1/5P2/b2p2P1/6PK/8 b - - 0 36,943
r2qkb1r/pb1n1p1p/4pnp1/1Bp1N1B1/Pp1PP3/5Q2/1P3PPP/RN2K2R w KQkq - 0 14,598
r5k1/pQ1n1p2/2N2p1p/q2p4/8/2rBP3/5PPP/3R1RK1 w - - 1 22,1800
6r1/7k/7P/p2prq2/Pp3Q2/1B6/KPP5/5q2 b - - 1 46,1978
5rk1/BP5p/3bb1p1/1B6/P2NP3/6P1/1r5P/2R3K1 w - - 9 36,523
5r2/8/6k1/3R1Qp1/6K1/2q3P1/8/8 b - - 0 36,377
5r2/p1b3k1/6pp/4r3/P7/5QPq/BP3P2/3R2K1 b - - 3 31,1007
r3r1k1/3b1pp1/n1pb1q1p/3p4/pp1P3N/P2BP2P/1PQ2PP1/1KNR3R b - - 1 17,331
8/8/4p3/4P3/6nK/5k2/8/8 b - - 2 100,889
8/5k2/2R5/3Nbp2/8/8/6K1/7r w - - 2 75,365
1k1r4/p1ppR1p1/1p4B1/1b3P1P/2n2QP1/3q1PK1/P7/8 w - - 4 41,-5
r2qk2r/pp1n1pp1/2pbbn2/3p2p1/3P4/1QNBP3/PP2NPPP/R3K2R b KQkq - 5 11,537
2r3k1/2rnb3/R1b1pppp/3pP3/3P3P/3B1NN1/1Q3PP1/R5K1 w - - 0 30,792
3r2k1/6p1/p4p1p/1p6/5n2/3r1P2/5P1P/B1R1R1K1 w - - 11 39,-515
4Q3/1p3p1k/6pp/1P6/2b2P2/3B4/5P1P/2r1N1K1 w - - 1 39,556
4r2k/pp1B1Qp1/7p/4p3/q7/8/1b4PP/5R1K w - - 0 34,738
r1bqk2r/ppQn2bp/4p1p1/2p1P1B1/2P3n1/2N2N2/PP4PP/R3KB1R b KQkq - 3 13,679
r1bqk2r/pp1n2bp/2Q1p1p1/2p1P1B1/2P3n1/2N2N2/PP4PP/R3KB1R b KQkq - 3 13,379
8/5p2/2nk1Pp1/p2p2Pr/2p1R1K1/2P5/P7/2N5 b - - 1 49,487
5b2/p5p1/7k/4r1p1/8/6P1/5P1P/1B4K1 b - - 1 35,615
8/8/B4P2/3K4/2p5/8/3k4/8 w - - 0 59,828
r1b2rk1/pp2bppp/5n2/3RN2q/1P3B2/P3P1P1/2Q2P1P/R4BK1 b - - 0 25,254
7r/3nk1p1/p3pqP1/1p3pB1/1b1P4/3Q4/PP2BPb1/R2K2R1 w - - 4 24,715
8/2r2p1k/5p2/3QpP1P/4P3/pP6/P3q3/1K4R1 b - - 10 41,99999
1r2rk2/2R2pp1/8/1pq3P1/p3BP1Q/3P4/4P1K1/7R w - - 3 33,99999
8/8/8/R2N1pk1/1r6/5K2/P5P1/8 w - - 3 52,569
8/8/k7/b7/r7/N6P/K7/1R6 b - - 5 56,-1
r5k1/2p5/1p4p1/3q1p2/1b6/2Q5/1B4PP/1R3R1K w - - 3 29,99999
4rrk1/pp6/2p1q1p1/4P2p/4Q2P/1P3PP1/PB1R2K1/5R2 w - - 0 27,565
8/7p/R2N2k1/2P5/2P5/2r5/P5bP/6K1 w - - 3 36,619
6k1/BPb2r1p/4b1p1/1B6/P2NP3/6P1/1r5P/2R3K1 w - - 9 36,523
1r3r2/q2Q1p1p/4nNpk/p1p1P3/5P2/1P4P1/P5BP/4RRK1 w - - 1 24,1103
r1bqk2r/pp1n2bp/3Qp1p1/2p1P3/2P3n1/2N1BN2/PP4PP/R3KB1R b KQkq - 3 13,185
r3k2r/1bqn1ppp/p2p4/1p2pPB1/3NnQ2/P1P5/2P1B1PP/R4RK1 b kq - 1 15,756
6k1/p5p1/8/1p6/3p1K2/8/P2R2PP/5b2 w - - 1 36,378
2b3k1/5pp1/p2q3p/1p1B4/8/1P5P/P4PP1/3R2K1 w - - 0 27,487
r3k3/pp3p1p/2b1n3/2pB3Q/8/P1N1P3/R1PP1Rpb/1N4K1 w q - 0 20,1203
1r6/4kpp1/3r4/2R1p3/2Q4N/6Pq/PP2PP1P/2K4R w - - 3 23,679
r3q1k1/1p5p/5Qp1/2Pp4/p7/2PbBN1P/PP3PP1/R5K1 w - - 1 25,607
r1bq1rk1/pp3pbp/n2p1np1/4p3/3NP3/2N4P/PPPBBPP1/R2Q1RK1 b - - 1 10,442
4r1k1/5pbp/1Q2p1p1/4P1P1/1p1BpP2/1P2N1P1/r3q3/3R3K b - - 5 42,99999
8/6kp/pp1qp3/2P1bp1Q/4n3/1P4PP/PB4K1/8 b - - 0 38,584
5rk1/p2N2p1/2p4p/5p2/8/1P1P2P1/4nPBP/5R1K w - - 0 23,598
8/Q7/7p/1P3K2/6p1/6P1/1P4kP/8 b - - 2 68,-610
3r1r1k/4q1pp/1pb5/p1n1pp2/P1B5/1PB1nP2/2Q2NPP/R1KR4 b - - 1 23,672
7r/pp1n2k1/P1p2q2/8/1PB1P3/2N2nPQ/5P2/7K b - - 0 32,1038
2r3k1/1q4pp/bp1PPp2/5p2/P4B1P/1p6/1P3PP1/3QR1K1 w - - 0 24,511
6k1/4rbpp/5p2/p7/P7/8/5K2/Br6 b - - 1 45,1403
6rk/pp1q3p/8/3Pp3/3bR2P/1P4Q1/P5K1/1B6 b - - 0 33,646
2r3k1/5p2/1B5p/pp1P1bp1/1P6/PQ1p4/2r1N1PP/4R1K1 w - - 1 28,227
r2qkb1r/1bpp2pp/np6/p2Pp2n/2P1PB2/P1N2P1N/1P4PP/1R1QKB1R b Kkq - 0 10,342
8/5p1p/5Ppk/3pP2Q/7P/7K/1q6/2q5 b - - 3 48,1764
3k4/pR5R/1q1p4/3P4/2PpB3/3P4/PP5r/3K4 w - - 5 31,733
8/5p1p/p3pkp1/1p2n3/3K2P1/PPr4P/5P2/8 w - - 2 37,-471
2rr2k1/4pp1p/p5p1/1p2N3/8/1P5P/5PP1/2R3K1 b - - 2 28,743
r1b1r1k1/1p1n1p1p/p2p2p1/2pP3n/P4P2/2P3PP/3Nq2B/R2Q1R1K b - - 0 18,528
6k1/6p1/7p/p2p4/5P2/6PP/p1K1p3/8 b - - 1 37,701
6k1/5p1p/1q3Qp1/8/3p4/4rP1P/6PK/3R4 b - - 0 37,560
8/7k/8/8/8/7K/8/8 w - - 1 55,-3
6k1/8/6p1/pq2Q2p/2p2K1P/2P5/P2P2P1/8 w - - 4 43,551
k4b2/p6p/bpnN1ppB/2p2N2/P3P1K1/3r4/1P4PP/2R5 b - - 1 26,525
r5k1/b3n1p1/p1pBp2p/3nP1q1/P1N3R1/7P/2Q2PP1/3R2K1 w - - 4 28,662
r1br2k1/Bp3pbp/p1nppnp1/q7/2P1P3/1NN3PP/PP3PB1/R2Q1RK1 b - - 5 13,-61
1k2r3/pp6/1b4q1/3Q4/8/1P5P/6P1/5R1K b - - 1 37,524
4r1k1/1p5p/p6r/3b2pq/4p3/1PR1P1P1/P4Pp1/N1QR2K1 b - - 1 34,99999
4r3/4P1p1/7p/1k1p3P/1PpP2P1/pr6/4R1K1/7R b - - 2 44,286
8/8/5b2/3k3p/1p3PP1/p3B2P/2K5/8 b - - 1 47,372
5rk1/ppp1q1p1/8/5rP1/5NK1/3P4/PPP2Q2/5R2 b - - 2 28,564
r3r1k1/1bQ2pp1/1p3n1p/p7/1P1PqN2/P2BP3/5PPP/2R2RK1 w - - 3 23,533
6k1/p5p1/6b1/1p6/3p1K2/8/P2R2PP/8 w - - 1 36,435
8/5K1p/6p1/2kp1P2/6r1/6P1/7P/8 b - - 8 57,436
1q5k/6b1/5r1p/PP2p3/3p4/3B2PP/R3QP1K/8 w - - 3 43,496
1r1r3k/6pp/1NR2p1q/8/3pP3/PP1P2PP/4QP1K/3R4 w - - 1 39,482
r4rk1/1p3pb1/n2p2p1/3PpbPp/p1P3q1/2Q1B2P/PP1NBP2/2K3RR w - - 11 27,724
3R1rk1/6pp/3Rbp2/4p3/4P3/4BP2/2r3PP/6K1 b - - 1 24,-10
8/8/5pk1/5R2/5K2/p6P/r5P1/8 b - - 2 50,636
6rk/3R2p1/1p3p1p/p6r/5Q2/6P1/PP4P1/1q2R1K1 b - - 7 42,737
8/5pk1/5bp1/8/1Pn1B3/3p3P/2p2KP1/2R5 w - - 0 51,164
8/b7/2K4k/8/6p1/8/8/6q1 b - - 1 58,3895
r5kQ/p1p5/bp1p2P1/3P1p2/5P2/8/PP4PK/7R b - - 0 25,137
8/5p1p/3RpK2/3bP3/3pkP2/8/6rP/8 b - - 3 55,601
7k/p6p/1p3r1b/2pP1q2/2P1N3/2Q4P/PP6/1K4R1 w - - 4 31,450
8/R7/p5NK/3p4/3Pr1kP/8/8/3b4 w - - 8 50,-7
B7/5ppk/7p/4p3/P1Q4P/1P4P1/5PK1/8 w - - 0 40,843
3rr1k1/p4ppp/1p6/7q/3RQ3/1PN3PP/PBn2P2/2R3K1 w - - 1 25,585
8/5Q2/8/3p1B2/3k2P1/7P/PP3n2/5K2 b - - 1 57,-619
r2r4/ppp3k1/3p2np/2P1p1p1/4P3/P1N2PPP/1P1RB3/2K5 b - - 0 23,285
3r2k1/p5p1/2p4p/1pP1p3/3B3R/4PpP1/P1q1nP1P/1Q5K b - - 1 39,99999
5k2/6R1/3p1P1N/2pP4/4r3/5PK1/1r6/8 w - - 2 38,99999
2q2r1k/6pp/p7/2n5/1pQ2PP1/8/7P/1KR2R2 w - - 0 39,321
2r3k1/4qpp1/7p/5P2/2Q1b3/2K2N2/6PP/3R4 b - - 3 32,888
6k1/1Q3p2/p4q1p/6p1/P7/3r1P2/6PP/2R2BK1 w - - 1 33,888
8/8/8/4K1P1/3P4/4P1R1/5PN1/6k1 w - - 9 69,3714
b4r1k/p3n1b1/1p1BQ2p/5pp1/8/P2B1P2/1P3qPP/R4R1K w - - 3 25,797
r7/1p3kpp/1R6/6b1/bN3B2/P1P4P/1P3PP1/6K1 w - - 1 27,591
3r4/3q1k2/2QRp2p/5Pp1/1P6/7P/1P4PK/8 w - - 0 43,766
3r2k1/p5p1/2p4p/1pP1p3/3B3R/4PpPQ/P1q1nP1P/7K b - - 1 39,99998
3r4/3P1pp1/7p/2kR4/1p3PKP/6P1/8/q7 b - - 1 45,742
r3r1k1/2qb1p1p/1ppp1np1/p2Pp3/2P1P3/PPNnB1PP/3N1PB1/R3QRK1 b - - 2 17,74
2q3k1/5pp1/5n2/7p/2rpn3/3N1P2/3BQ1PP/r3R1K1 b - - 1 34,475
5k2/p4ppp/1p1rpb2/7R/8/4B3/Pr3PPP/3R1K2 b - - 1 23,99999
8/4k3/1p2P2p/p6P/P1B1K3/8/3b4/8 b - - 58 75,-5
3r4/3Pqk2/2QR3p/5pp1/1P6/7P/1P4PK/8 w - - 0 43,815
8/4r3/6p1/2B3k1/3P1RP1/2P3K1/1P6/3R4 w - - 1 53,1401
2k5/2P5/4rp2/1r4p1/N6p/5P2/3R1KPB/8 w - - 0 52,1207
r3r1k1/1bQ2pp1/1p5p/p2q4/1P1PnN2/P2BP3/5PPP/2R2RK1 w - - 3 23,560
8/1pb4p/2p1k3/2P3p1/1PN1pP2/1K5P/6P1/8 w - - 1 41,19
8/4k3/8/6pp/6bP/6P1/5KB1/8 w - - 2 55,-2
8/5ppk/4R2p/3K4/1N1P4/8/5PPr/8 b - - 1 56,240
4nk2/1R2pp1p/6p1/2rPN3/8/7P/6PK/8 w - - 0 45,461
2r3k1/1q4pp/1p1PPp2/1b3p2/Pp3B1P/8/1P3PP1/3QR1K1 w - - 1 24,496
6k1/2p5/1p1b2p1/3q1p2/r7/2Q5/1B4PP/1R3R1K w - - 3 29,99999
3r1r1k/4q1pp/1pb5/p1n1pp2/P1B5/KPB1nP2/2Q2NPP/R2R4 b - - 1 23,1324
r3r1k1/2qb1p1p/1ppp1np1/p2Pp3/2P1P1P1/PPNnB2P/3N1PB1/R2Q1RK1 b - - 0 17,-615
1r6/2R4p/5k2/p2Pp2P/4P3/Pr3P2/2K5/3N2R1 b - - 0 41,-512
r1bR4/ppp2k1p/5rpQ/4q3/2P2R2/2P5/P1P3PP/6K1 b - - 3 21,99998
1k1r3r/pbp1np2/1p4p1/P2q1P1p/2pN1BQ1/2Pn4/2B3PP/R3R1K1 w - - 0 21,87
r1br1bk1/5ppp/3p4/4pNPP/4P3/PpQ2PB1/1Pq5/K2R3R b - - 4 29,658
6rk/1R2RQpp/3r1P2/p7/3P2q1/6P1/P4PK1/8 w - - 0 33,648
3r2k1/2q2pp1/p1nNp2p/6Q1/P7/3n1NP1/1P3PP1/4R1K1 b - - 9 28,692
rn4k1/pb4pp/1pp4r/1P1p1N2/2q5/P3PB1P/5PP1/R2Q1RK1 w - - 0 22,548
6k1/2p2pp1/1P5p/2P4q/3RPp2/5P1P/2Q3P1/5nK1 w - - 3 39,417
4r1k1/6pp/p1p3b1/8/2Pp4/P6P/Pr2R1P1/2R2K2 b - - 1 30,857
8/4k3/4P3/pB6/1p5r/1P1K4/8/8 b - - 17 65,384
5r2/BPb3kp/4b1p1/1B6/P2NP3/6P1/1r5P/2R3K1 w - - 9 36,1267
3r1r1k/ppp3p1/B7/2bP1p2/1n2N1b1/1Q2P3/PB3P2/R3K1R1 w Q - 1 23,1024
3r1bkr/pQ2nN2/6p1/3Pp3/4P2q/4B1P1/PPP2R1P/4R1K1 w - - 1 26,1148
5r1k/3nN1b1/p2PN1Pp/1pr5/6p1/P5P1/1P1R1P2/3R2K1 w - - 7 38,490
5r2/3P2bk/4R3/2p2r1p/p5pP/2PQ4/1P4PK/8 w - - 0 41,719
r1br1bk1/5ppp/3R4/4pNPP/4P3/Pp2QPB1/1Pq5/K6R b - - 0 29,419
6rk/6bp/3QR3/5p2/2PBp3/2Pq2P1/1P3P1K/8 w - - 5 46,435
1r1r2k1/p2q1ppp/2N1pn2/1B1n4/P2P4/5NP1/4QP1P/2RR2K1 w - - 13 24,610
3r1Rk1/8/p3r1p1/1p5p/7P/1Pq5/P1B2Q2/1K6 b - - 2 44,779
8/8/7p/1Q3KP1/8/p5P1/k7/8 b - - 0 59,-437
8/1Q3pk1/p2r1q1p/6p1/P7/5P2/6PP/2R2BK1 w - - 1 33,378
B4r2/5ppk/p6p/4Pp1P/1p2nP2/1P5R/q2NK3/3R4 b - - 3 32,587
2rqr1k1/p6p/1p1p2p1/3Npp2/2PQ1PP1/1P5B/P4P1P/4R1K1 w - - 0 22,357
5rk1/Qr1n1ppp/3qp3/2P5/1p1P4/4PB2/6PP/1R3RK1 w - - 1 22,434
r7/4k1K1/4p2P/7R/4p3/4P3/5P2/8 w - - 11 63,470
6rk/3p1RRp/p7/1b6/1p6/7P/2P2PPK/5q2 b - - 0 33,642
4r1k1/1p5p/p6r/3b2pq/3Np3/1PR1P1P1/P4Pp1/2QR2K1 b - - 1 34,99999
8/4k3/4p2p/p3P3/5R2/3r1N1P/6PK/8 w - - 1 55,482
8/5p1k/1pnP2p1/2p1Q2p/4R2q/7P/P4RP1/6K1 w - - 1 34,774
4k2r/6p1/p3ppP1/1p1b4/nP1P4/Q1r2B2/3N1P1q/R3K2R b Qk - 7 27,525
5rk1/ppp1q1p1/8/5rPN/6K1/3P4/PPPQ4/5R2 b - - 2 28,483
5rk1/ppp1q1p1/8/5rP1/5NK1/3P4/PPPQ4/4R3 b - - 2 28,574
3k1R2/8/1p6/1Pr1Q3/8/3P4/8/1K6 b - - 8 48,-561
4r3/1p1r1k1p/2p3p1/2Bn1b2/1PB2P2/P7/2P1R1PP/2K1R3 w - - 3 29,503
6rk/3p1Rpp/p7/1b6/1p6/5R1P/2P2PPK/5q2 b - - 3 33,517
7k/6p1/4p1B1/p2pB3/2bP4/1pP1P3/1K3PP1/8 w - - 2 41,512
4r1k1/p4p1p/5b2/2p3p1/2Np4/1P1PBqP1/P4P1P/4Q1K1 b - - 0 27,554
8/8/3Q3K/8/8/8/8/1k6 b - - 10 85,-3399
8/7p/8/8/1k6/4q3/8/7K w - - 4 66,-3570
8/7p/6p1/p1R5/P4Pk1/2p2QP1/8/6K1 b - - 7 51,-514
3k4/1b6/p1q2p1n/1pb5/4R2P/P2P4/Q7/5K2 b - - 1 37,481
5rk1/BPb4p/4b1p1/1B6/P2NP3/6P1/4r2P/2R3K1 w - - 9 36,676
8/2P2p1k/P2Q2p1/7p/8/7P/6PK/7q w - - 1 43,783
